"TaxId","Project_Id","Project_Acc","Sort_By_ProjectType","Sort_By_DataType","Sort_By_Organism","Project_Subtype","Project_Target_Scope","Registration_Date","Project_Name","Project_Title","Project_Description","Organism_Name","Organism_Strain","Organism_Label","Sequencing_Status","Submitter_Organization"
1417016,226766,"PRJNA226766",294764,300636,207662,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0032","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0032","KT-0032","missing","Scaffolds","Broad Institute"
1417017,226767,"PRJNA226767",294763,300635,207663,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0033","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0033","KT-0033","missing","Scaffolds","Broad Institute"
1417018,226768,"PRJNA226768",294762,300634,207664,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0034","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0034","KT-0034","missing","Scaffolds","Broad Institute"
1417021,226771,"PRJNA226771",294759,300631,207671,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0042","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0042","KT-0042","missing","Scaffolds","Broad Institute"
1417023,226773,"PRJNA226773",294757,300629,207688,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0060","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0060","KT-0060","missing","Scaffolds","Broad Institute"
1417027,226777,"PRJNA226777",294753,300625,207696,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0069","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0069","KT-0069","missing","Scaffolds","Broad Institute"
1417029,226779,"PRJNA226779",294751,300623,207708,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0082","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0082","KT-0082","missing","Scaffolds","Broad Institute"
1417030,226780,"PRJNA226780",294750,300622,207712,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0086","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0086","KT-0086","missing","Scaffolds","Broad Institute"
1417031,226781,"PRJNA226781",294749,300621,207713,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0087","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0087","KT-0087","missing","Scaffolds","Broad Institute"
1417005,227148,"PRJNA227148",294442,300319,209359,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XDR KZN 605","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis XDR KZN 605","XDR KZN 605","missing","Scaffolds","Broad Institute"
478433,227149,"PRJNA227149",294441,300318,207731,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KZN 4207","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis KZN 4207","KZN 4207","missing","Scaffolds","Broad Institute"
478434,227150,"PRJNA227150",294440,300317,207729,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KZN 1435","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis KZN 1435","KZN 1435","missing","Scaffolds","Broad Institute"
1418250,227749,"PRJNA227749",293921,299801,208221,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-28","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-28","OFXR-28","missing","Scaffolds","Broad Institute"
83331,227750,"PRJNA227750",293920,299800,207434,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis cdc1551","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis cdc1551","cdc1551","missing","Scaffolds","Broad Institute"
1418251,227751,"PRJNA227751",293919,299799,207179,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis 38765","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis 38765",38765,"missing","Scaffolds","Broad Institute"
1418252,227752,"PRJNA227752",293918,299798,207205,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis 49375","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis 49375",49375,"missing","Scaffolds","Broad Institute"
1418253,227753,"PRJNA227753",293917,299797,207193,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis 44503","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis 44503",44503,"missing","Scaffolds","Broad Institute"
1418254,227754,"PRJNA227754",293916,299796,207210,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis 51628","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis 51628",51628,"missing","Scaffolds","Broad Institute"
1418255,227755,"PRJNA227755",293915,299795,207178,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis 38088","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis 38088",38088,"missing","Scaffolds","Broad Institute"
1418256,227756,"PRJNA227756",293914,299794,207173,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis 36361","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis 36361",36361,"missing","Scaffolds","Broad Institute"
1421917,227995,"PRJNA227995",293685,299572,208389,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA01","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA01","TB_RSA01","missing","Scaffolds","Broad Institute"
1421918,227996,"PRJNA227996",293684,299571,208390,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA02","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA02","TB_RSA02","missing","Scaffolds","Broad Institute"
1421919,227997,"PRJNA227997",293683,299570,208391,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA03","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA03","TB_RSA03","missing","Scaffolds","Broad Institute"
1421920,227998,"PRJNA227998",293682,299569,208392,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA04","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA04","TB_RSA04","missing","Scaffolds","Broad Institute"
1421921,227999,"PRJNA227999",293681,299568,208393,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA05","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA05","TB_RSA05","missing","Scaffolds","Broad Institute"
1421922,228000,"PRJNA228000",293680,299567,208394,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA06","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA06","TB_RSA06","missing","Scaffolds","Broad Institute"
1421923,228001,"PRJNA228001",293679,299566,208395,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA07","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA07","TB_RSA07","missing","Scaffolds","Broad Institute"
1421924,228002,"PRJNA228002",293678,299565,208396,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA08","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA08","TB_RSA08","missing","Scaffolds","Broad Institute"
1421925,228003,"PRJNA228003",293677,299564,208397,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA09","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA09","TB_RSA09","missing","Scaffolds","Broad Institute"
1421926,228004,"PRJNA228004",293676,299563,208398,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA10","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA10","TB_RSA10","missing","Scaffolds","Broad Institute"
1421927,228005,"PRJNA228005",293675,299562,208409,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA11","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA11","TB_RSA11","missing","Scaffolds","Broad Institute"
1421928,228006,"PRJNA228006",293674,299561,208420,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA12","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA12","TB_RSA12","missing","Scaffolds","Broad Institute"
1421929,228007,"PRJNA228007",293673,299560,208431,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA13","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA13","TB_RSA13","missing","Scaffolds","Broad Institute"
1421930,228008,"PRJNA228008",293672,299559,208442,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA14","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA14","TB_RSA14","missing","Scaffolds","Broad Institute"
1421931,228009,"PRJNA228009",293671,299558,208453,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA15","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA15","TB_RSA15","missing","Scaffolds","Broad Institute"
1421932,228010,"PRJNA228010",293670,299557,208464,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA16","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA16","TB_RSA16","missing","Scaffolds","Broad Institute"
1421933,228011,"PRJNA228011",293669,299556,208475,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA17","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA17","TB_RSA17","missing","Scaffolds","Broad Institute"
1421934,228012,"PRJNA228012",293668,299555,208486,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA18","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA18","TB_RSA18","missing","Scaffolds","Broad Institute"
1421935,228013,"PRJNA228013",293667,299554,208495,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA19","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA19","TB_RSA19","missing","Scaffolds","Broad Institute"
1421936,228014,"PRJNA228014",293666,299553,208505,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA20","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA20","TB_RSA20","missing","Scaffolds","Broad Institute"
1421937,228015,"PRJNA228015",293665,299552,208507,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA21","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA21","TB_RSA21","missing","Scaffolds","Broad Institute"
1421938,228016,"PRJNA228016",293664,299551,208508,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA22","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA22","TB_RSA22","missing","Scaffolds","Broad Institute"
1421939,228017,"PRJNA228017",293663,299550,208509,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA23","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA23","TB_RSA23","missing","Scaffolds","Broad Institute"
1421940,228018,"PRJNA228018",293662,299549,208510,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA24","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA24","TB_RSA24","missing","Scaffolds","Broad Institute"
1421941,228019,"PRJNA228019",293661,299548,208511,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA25","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA25","TB_RSA25","missing","Scaffolds","Broad Institute"
1421942,228020,"PRJNA228020",293660,299547,208512,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA26","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA26","TB_RSA26","missing","Scaffolds","Broad Institute"
1421943,228021,"PRJNA228021",293659,299546,208513,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA27","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA27","TB_RSA27","missing","Scaffolds","Broad Institute"
1421944,228022,"PRJNA228022",293658,299545,208514,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA28","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA28","TB_RSA28","missing","Scaffolds","Broad Institute"
1421945,228023,"PRJNA228023",293657,299544,208515,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA29","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA29","TB_RSA29","missing","Scaffolds","Broad Institute"
1421946,228024,"PRJNA228024",293656,299543,208516,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA30","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA30","TB_RSA30","missing","Scaffolds","Broad Institute"
1421947,228025,"PRJNA228025",293655,299542,208517,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA31","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA31","TB_RSA31","missing","Scaffolds","Broad Institute"
1421948,228026,"PRJNA228026",293654,299541,208518,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA32","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA32","TB_RSA32","missing","Scaffolds","Broad Institute"
1421949,228027,"PRJNA228027",293653,299540,208519,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA33","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA33","TB_RSA33","missing","Scaffolds","Broad Institute"
1421950,228028,"PRJNA228028",293652,299539,208520,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA34","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA34","TB_RSA34","missing","Scaffolds","Broad Institute"
1421951,228029,"PRJNA228029",293651,299538,208521,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA35","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA35","TB_RSA35","missing","Scaffolds","Broad Institute"
1421952,228030,"PRJNA228030",293650,299537,208522,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA36","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA36","TB_RSA36","missing","Scaffolds","Broad Institute"
1421953,228031,"PRJNA228031",293649,299536,208523,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA37","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA37","TB_RSA37","missing","Scaffolds","Broad Institute"
1421954,228032,"PRJNA228032",293648,299535,208524,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA38","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA38","TB_RSA38","missing","Scaffolds","Broad Institute"
1421955,228033,"PRJNA228033",293647,299534,208525,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA39","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA39","TB_RSA39","missing","Scaffolds","Broad Institute"
1421956,228034,"PRJNA228034",293646,299533,208526,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA40","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA40","TB_RSA40","missing","Scaffolds","Broad Institute"
1421957,228035,"PRJNA228035",293645,299532,208527,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA41","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA41","TB_RSA41","missing","Scaffolds","Broad Institute"
1421958,228036,"PRJNA228036",293644,299531,208528,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA42","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA42","TB_RSA42","missing","Scaffolds","Broad Institute"
1421959,228037,"PRJNA228037",293643,299530,208529,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA43","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA43","TB_RSA43","missing","Scaffolds","Broad Institute"
1421960,228038,"PRJNA228038",293642,299529,208530,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA44","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA44","TB_RSA44","missing","Scaffolds","Broad Institute"
1421961,228039,"PRJNA228039",293641,299528,208531,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA45","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA45","TB_RSA45","missing","Scaffolds","Broad Institute"
1421962,228040,"PRJNA228040",293640,299527,208532,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA46","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA46","TB_RSA46","missing","Scaffolds","Broad Institute"
1421964,228042,"PRJNA228042",293638,299525,208534,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA48","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA48","TB_RSA48","missing","Scaffolds","Broad Institute"
1421965,228043,"PRJNA228043",293637,299524,208535,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA49","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA49","TB_RSA49","missing","Scaffolds","Broad Institute"
1421966,228044,"PRJNA228044",293636,299523,208536,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA50","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA50","TB_RSA50","missing","Scaffolds","Broad Institute"
1421967,228045,"PRJNA228045",293635,299522,208537,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA51","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA51","TB_RSA51","missing","Scaffolds","Broad Institute"
1421969,228047,"PRJNA228047",293633,299520,208539,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA53","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA53","TB_RSA53","missing","Scaffolds","Broad Institute"
1421971,228049,"PRJNA228049",293631,299518,208541,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA55","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA55","TB_RSA55","missing","Scaffolds","Broad Institute"
1421972,228050,"PRJNA228050",293630,299517,208542,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA56","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA56","TB_RSA56","missing","Scaffolds","Broad Institute"
1421973,228051,"PRJNA228051",293629,299516,208543,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA57","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA57","TB_RSA57","missing","Scaffolds","Broad Institute"
1421974,228052,"PRJNA228052",293628,299515,208544,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA58","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA58","TB_RSA58","missing","Scaffolds","Broad Institute"
1421975,228053,"PRJNA228053",293627,299514,208545,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA59","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA59","TB_RSA59","missing","Scaffolds","Broad Institute"
1421976,228054,"PRJNA228054",293626,299513,208546,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA60","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA60","TB_RSA60","missing","Scaffolds","Broad Institute"
1421977,228055,"PRJNA228055",293625,299512,208547,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TB_RSA61","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA61","TB_RSA61","missing","Scaffolds","Broad Institute"
